LOCALE,KEY,ENGLISH,,,,,,VALUE,FIXUTURE,CONTEXT
fr,admin.invoice.draft,Draft,Draft,Draft,Brouillon,Brouillon,Brouillon,Brouillon,"'admin.invoice.draft':'Brouillon',",
fr,admin.invoice.new,New,New,New,Nouveau,Nouveau,Nouveau,Nouveau,"'admin.invoice.new':'Nouveau',",
fr,admin.invoice.select_assign.all,All,All,All,Tout,Tout,Tout,Tout,"'admin.invoice.select_assign.all':'Tout',",
fr,admin.invoice.select_assign.managers,Managers,Managers,Managers,gestionnaires,gestionnaires,gestionnaires,gestionnaires,"'admin.invoice.select_assign.managers':'gestionnaires',",
fr,admin.locale.default,Default: Browser Settings,Default: Browser Settings,Default: Browser Settings,Paramètres du navigateur: par défaut,Paramètres du navigateur: par défaut,Paramètres du navigateur: par défaut,Paramètres du navigateur: par défaut,"'admin.locale.default':'Paramètres du navigateur: par défaut',",
fr,admin.locale.en,English,English,English,Anglais,Anglais,Anglais,Anglais,"'admin.locale.en':'Anglais',",
fr,admin.locale.english,English,English,English,Anglais,Anglais,Anglais,Anglais,"'admin.locale.english':'Anglais',",
fr,admin.locale.es,Spanish,Spanish,Spanish,Espanol,Espanol,Espanol,Espanol,"'admin.locale.es':'Espanol',",
fr,admin.locale.fr,French,French,French,français,français,français,français,"'admin.locale.fr':'français',",
fr,admin.locale.ja,Japanese,Japanese,Japanese,Japonais,Japonais,Japonais,Japonais,"'admin.locale.ja':'Japonais',",
fr,admin.locale.spanish,Spanish,Spanish,Spanish,Espanol,Espanol,Espanol,Espanol,"'admin.locale.spanish':'Espanol',",
fr,admin.locale.zh-cn,Chinese,Chinese,Chinese,chinois,chinois,chinois,chinois,"'admin.locale.zh-cn':'chinois',",
fr,admin.location.label.address.one,Address,Address,Address,Adresse,Adresse,Adresse,Adresse,"'admin.location.label.address.one':'Adresse',",
fr,admin.location.label.address.other,Addresses,Addresses,Addresses,Adresses,Adresses,Adresses,Adresses,"'admin.location.label.address.other':'Adresses',",
fr,admin.location.label.children-name,Child Locations,Child Locations,Child Locations,enfant Lieux,enfant Lieux,enfant Lieux,enfant Lieux,"'admin.location.label.children-name':'enfant Lieux',",
fr,admin.location.label.contact,Contact,Contact,Contact,Contact,Contact,Contact,Contact,"'admin.location.label.contact':'Contact',",
fr,admin.location.label.email.one,Email,Email,Email,Email,Email,Email,Email,"'admin.location.label.email.one':'Email',",
fr,admin.location.label.email.other,Email,Email,Email,Email,Email,Email,Email,"'admin.location.label.email.other':'Email',",
fr,admin.location.label.general,General,General,General,Général,Général,Général,Général,"'admin.location.label.general':'Général',",
fr,admin.location.label.location_level,Location Level,Location Level,Location Level,Lieu Niveau,Lieu Niveau,Lieu Niveau,Lieu Niveau,"'admin.location.label.location_level':'Lieu Niveau',",
fr,admin.location.label.name,Name,Name,Name,prénom,prénom,prénom,prénom,"'admin.location.label.name':'prénom',",
fr,admin.location.label.number,Number,Number,Number,Nombre,Nombre,Nombre,Nombre,"'admin.location.label.number':'Nombre',",
fr,admin.location.label.parents-name,Parent Locations,Parent Locations,Parent Locations,Emplacements parents,Emplacements parents,Emplacements parents,Emplacements parents,"'admin.location.label.parents-name':'Emplacements parents',",
fr,admin.location.label.phone_number.one,Phone Number,Phone Number,Phone Number,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,"'admin.location.label.phone_number.one':'Numéro de téléphone',",
fr,admin.location.label.phone_number.other,Phone Numbers,Phone Numbers,Phone Numbers,Les numéros de téléphone,Les numéros de téléphone,Les numéros de téléphone,Les numéros de téléphone,"'admin.location.label.phone_number.other':'Les numéros de téléphone',",
fr,admin.location.label.status-name,Status,Status,Status,statut,statut,statut,statut,"'admin.location.label.status-name':'statut',",
fr,admin.location.new,New Location,New Location,New Location,Nouvel emplacement,Nouvel emplacement,Nouvel emplacement,Nouvel emplacement,"'admin.location.new':'Nouvel emplacement',",
fr,admin.location.one,Location,Location,Location,Emplacement,Emplacement,Emplacement,Emplacement,"'admin.location.one':'Emplacement',",
fr,admin.location.other,Locations,Locations,Locations,Emplacements,Emplacements,Emplacements,Emplacements,"'admin.location.other':'Emplacements',",
fr,admin.location.search,Search Locations,Search Locations,Search Locations,Emplacements de recherche,Emplacements de recherche,Emplacements de recherche,Emplacements de recherche,"'admin.location.search':'Emplacements de recherche',",
fr,admin.location.section.contact,Contact,Contact,Contact,Contact,Contact,Contact,Contact,"'admin.location.section.contact':'Contact',",
fr,admin.location.section.details,Details,Details,Details,Détails,Détails,Détails,Détails,"'admin.location.section.details':'Détails',",
fr,admin.location.section.organization,Organizations,Organizations,Organizations,organisations,organisations,organisations,organisations,"'admin.location.section.organization':'organisations',",
fr,admin.location.status.closed,Closed,Closed,Closed,Fermé,Fermé,Fermé,Fermé,"'admin.location.status.closed':'Fermé',",
fr,admin.location.status.future,Future,Future,Future,Avenir,Avenir,Avenir,Avenir,"'admin.location.status.future':'Avenir',",
fr,admin.location.status.open,Open,Open,Open,Ouvert,Ouvert,Ouvert,Ouvert,"'admin.location.status.open':'Ouvert',",
fr,admin.locationlevel.company,Company,Company,Company,Compagnie,Compagnie,Compagnie,Compagnie,"'admin.locationlevel.company':'Compagnie',",
fr,admin.locationlevel.department,Department,Department,Department,Département,Département,Département,Département,"'admin.locationlevel.department':'Département',",
fr,admin.locationlevel.district,District,District,District,District,District,District,District,"'admin.locationlevel.district':'District',",
fr,admin.locationlevel.fmd,Facility Management District,Facility Management District,Facility Management District,Facility Management District,Facility Management District,Facility Management District,Facility Management District,"'admin.locationlevel.fmd':'Facility Management District',",
fr,admin.locationlevel.fmu,Facility Management Region,Facility Management Region,Facility Management Region,Facility Management Region,Facility Management Region,Facility Management Region,Facility Management Region,"'admin.locationlevel.fmu':'Facility Management Region',",
fr,admin.locationlevel.label.childOrg,Child Location Level(s),Child Location Level(s),Child Location Level(s),Enfant Zones Niveau (s),Enfant Zones Niveau (s),Enfant Zones Niveau (s),Enfant Zones Niveau (s),"'admin.locationlevel.label.childOrg':'Enfant Zones Niveau (s)',",
fr,admin.locationlevel.label.general,General,General,General,Général,Général,Général,Général,"'admin.locationlevel.label.general':'Général',",
fr,admin.locationlevel.label.name,Name,Name,Name,prénom,prénom,prénom,prénom,"'admin.locationlevel.label.name':'prénom',",
fr,admin.locationlevel.new,New Location Level,New Location Level,New Location Level,Nouvel emplacement Level,Nouvel emplacement Level,Nouvel emplacement Level,Nouvel emplacement Level,"'admin.locationlevel.new':'Nouvel emplacement Level',",
fr,admin.locationlevel.one,Location Level,Location Level,Location Level,Lieu Niveau,Lieu Niveau,Lieu Niveau,Lieu Niveau,"'admin.locationlevel.one':'Lieu Niveau',",
fr,admin.locationlevel.other,Location Levels,Location Levels,Location Levels,Localisation niveaux,Localisation niveaux,Localisation niveaux,Localisation niveaux,"'admin.locationlevel.other':'Localisation niveaux',",
fr,admin.locationlevel.region,Region,Region,Region,Région,Région,Région,Région,"'admin.locationlevel.region':'Région',",
fr,admin.locationlevel.search,Search Location Levels,Search Location Levels,Search Location Levels,Rechercher Position Niveaux,Rechercher Position Niveaux,Rechercher Position Niveaux,Rechercher Position Niveaux,"'admin.locationlevel.search':'Rechercher Position Niveaux',",
fr,admin.locationlevel.section.children,Children,Children,Children,enfants,enfants,enfants,enfants,"'admin.locationlevel.section.children':'enfants',",
fr,admin.locationlevel.section.details,Details,Details,Details,Détails,Détails,Détails,Détails,"'admin.locationlevel.section.details':'Détails',",
fr,admin.locationlevel.store,Store,Store,Store,boutique,boutique,boutique,boutique,"'admin.locationlevel.store':'boutique',",
fr,admin.notification.one,Notification Profile,Notification Profile,Notification Profile,profil de notification,profil de notification,profil de notification,profil de notification,"'admin.notification.one':'profil de notification',",
fr,admin.notification.other,Notification Profiles,Notification Profiles,Notification Profiles,Profils de notification,Profils de notification,Profils de notification,Profils de notification,"'admin.notification.other':'Profils de notification',",
fr,admin.person.label.add_profile_picture,Add Photo,Add Photo,Add Photo,Ajouter une photo,Ajouter une photo,Ajouter une photo,Ajouter une photo,"'admin.person.label.add_profile_picture':'Ajouter une photo',",
fr,admin.person.label.address,Address,Address,Address,Adresse,Adresse,Adresse,Adresse,"'admin.person.label.address':'Adresse',",
fr,admin.person.label.auth_amount,Auth. Amount,Auth. Amount,Auth. Amount,Auth. Montant,Auth. Montant,Auth. Montant,Auth. Montant,"'admin.person.label.auth_amount':'Auth. Montant',",
fr,admin.person.label.change_password,Change,Change,Change,changement,changement,changement,changement,"'admin.person.label.change_password':'changement',",
fr,admin.person.label.change_profile_picture,Change,Change,Change,changement,changement,changement,changement,"'admin.person.label.change_profile_picture':'changement',",
fr,admin.person.label.contact,Contact,Contact,Contact,Contact,Contact,Contact,Contact,"'admin.person.label.contact':'Contact',",
fr,admin.person.label.credentials,Credentials,Credentials,Credentials,Lettres de créance,Lettres de créance,Lettres de créance,Lettres de créance,"'admin.person.label.credentials':'Lettres de créance',",
fr,admin.person.label.email,Email,Email,Email,Email,Email,Email,Email,"'admin.person.label.email':'Email',",
fr,admin.person.label.employee_id,Employee No.,Employee No.,Employee No.,Numéro d'employé.,Numéro d'employé.,Numéro d'employé.,Numéro d'employé.,"'admin.person.label.employee_id':'Numéro d\'employé.',",
fr,admin.person.label.first_name,First Name,First Name,First Name,Prénom,Prénom,Prénom,Prénom,"'admin.person.label.first_name':'Prénom',",
fr,admin.person.label.fullname,Name,Name,Name,prénom,prénom,prénom,prénom,"'admin.person.label.fullname':'prénom',",
fr,admin.person.label.general,General,General,General,Général,Général,Général,Général,"'admin.person.label.general':'Général',",
fr,admin.person.label.language,Language,Language,Language,La langue,La langue,La langue,La langue,"'admin.person.label.language':'La langue',",
fr,admin.person.label.last_name,Last Name,Last Name,Last Name,Nom de famille,Nom de famille,Nom de famille,Nom de famille,"'admin.person.label.last_name':'Nom de famille',",
fr,admin.person.label.location,Location(s),Location(s),Location(s),Localisation (s),Localisation (s),Localisation (s),Localisation (s),"'admin.person.label.location':'Localisation (s)',",
fr,admin.person.label.middle_initial,M,M,M,M,M,M,M,"'admin.person.label.middle_initial':'M',",
fr,admin.person.label.password,Password,Password,Password,Mot de passe,Mot de passe,Mot de passe,Mot de passe,"'admin.person.label.password':'Mot de passe',",
fr,admin.person.label.phone_number_region,Phone Number Region,Phone Number Region,Phone Number Region,Numéro de téléphone Région,Numéro de téléphone Région,Numéro de téléphone Région,Numéro de téléphone Région,"'admin.person.label.phone_number_region':'Numéro de téléphone Région',",
fr,admin.person.label.phone_number.one,Phone Number,Phone Number,Phone Number,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,"'admin.person.label.phone_number.one':'Numéro de téléphone',",
fr,admin.person.label.phone_number.other,Phone Numbers,Phone Numbers,Phone Numbers,Les numéros de téléphone,Les numéros de téléphone,Les numéros de téléphone,Les numéros de téléphone,"'admin.person.label.phone_number.other':'Les numéros de téléphone',",
fr,admin.person.label.photo,Photo,Photo,Photo,photo,photo,photo,photo,"'admin.person.label.photo':'photo',",
fr,admin.person.label.role-name,Role,Role,Role,Rôle,Rôle,Rôle,Rôle,"'admin.person.label.role-name':'Rôle',",
fr,admin.person.label.settings,Settings,Settings,Settings,Paramètres,Paramètres,Paramètres,Paramètres,"'admin.person.label.settings':'Paramètres',",
fr,admin.person.label.status,Status,Status,Status,statut,statut,statut,statut,"'admin.person.label.status':'statut',",
fr,admin.person.label.title,Title,Title,Title,Titre,Titre,Titre,Titre,"'admin.person.label.title':'Titre',",
fr,admin.person.label.username,Username,Username,Username,Nom d'utilisateur,Nom d'utilisateur,Nom d'utilisateur,Nom d'utilisateur,"'admin.person.label.username':'Nom d\'utilisateur',",
fr,admin.person.new,New Person,New Person,New Person,Nouvelle personne,Nouvelle personne,Nouvelle personne,Nouvelle personne,"'admin.person.new':'Nouvelle personne',",
fr,admin.person.one,Person,Person,Person,Personne,Personne,Personne,Personne,"'admin.person.one':'Personne',",
fr,admin.person.other,People,People,People,Gens,Gens,Gens,Gens,"'admin.person.other':'Gens',",
fr,admin.person.search,Search People,Search People,Search People,recherche de membres,recherche de membres,recherche de membres,recherche de membres,"'admin.person.search':'recherche de membres',",
fr,admin.person.section.contact,Contact,Contact,Contact,Contact,Contact,Contact,Contact,"'admin.person.section.contact':'Contact',",
fr,admin.person.section.credentials,Credentials,Credentials,Credentials,Lettres de créance,Lettres de créance,Lettres de créance,Lettres de créance,"'admin.person.section.credentials':'Lettres de créance',",
fr,admin.person.section.details,Details,Details,Details,Détails,Détails,Détails,Détails,"'admin.person.section.details':'Détails',",
fr,admin.person.status.active,Active,Active,Active,actif,actif,actif,actif,"'admin.person.status.active':'actif',",
fr,admin.person.status.expired,Expired,Expired,Expired,Expiré,Expiré,Expiré,Expiré,"'admin.person.status.expired':'Expiré',",
fr,admin.person.status.inactive,Inactive,Inactive,Inactive,Inactif,Inactif,Inactif,Inactif,"'admin.person.status.inactive':'Inactif',",
fr,admin.person.unique_username,Username {{value}} is already taken,Username _value}} is already taken,Username _value_var_ is already taken,Nom d'utilisateur _value_var_ est déjà pris,Nom d'utilisateur _value}} est déjà pris,Nom d'utilisateur {{value}} est déjà pris,Nom d'utilisateur {{value}} est déjà pris,"'admin.person.unique_username':'Nom d\'utilisateur {{value}} est déjà pris',",
fr,admin.phone.add,Add Phone Number,Add Phone Number,Add Phone Number,Ajouter un numéro de téléphone,Ajouter un numéro de téléphone,Ajouter un numéro de téléphone,Ajouter un numéro de téléphone,"'admin.phone.add':'Ajouter un numéro de téléphone',",
fr,admin.phone.number,Phone Number,Phone Number,Phone Number,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,Numéro de téléphone,"'admin.phone.number':'Numéro de téléphone',",
fr,admin.phone.numbers,Phone Numbers,Phone Numbers,Phone Numbers,Les numéros de téléphone,Les numéros de téléphone,Les numéros de téléphone,Les numéros de téléphone,"'admin.phone.numbers':'Les numéros de téléphone',",
fr,admin.phonenumbertype.cell,Cell,Cell,Cell,Cellule,Cellule,Cellule,Cellule,"'admin.phonenumbertype.cell':'Cellule',",
fr,admin.phonenumbertype.fax,Fax,Fax,Fax,Fax,Fax,Fax,Fax,"'admin.phonenumbertype.fax':'Fax',",
fr,admin.phonenumbertype.mobile,Mobile,Mobile,Mobile,Mobile,Mobile,Mobile,Mobile,"'admin.phonenumbertype.mobile':'Mobile',",
fr,admin.phonenumbertype.office,Office,Office,Office,Bureau,Bureau,Bureau,Bureau,"'admin.phonenumbertype.office':'Bureau',",
fr,admin.phonenumbertype.telephone,Telephone,Telephone,Telephone,Téléphone,Téléphone,Téléphone,Téléphone,"'admin.phonenumbertype.telephone':'Téléphone',",
fr,admin.placeholder.auto_assign,All Tickets,All Tickets,All Tickets,Tous les billets,Tous les billets,Tous les billets,Tous les billets,"'admin.placeholder.auto_assign':'Tous les billets',",
fr,admin.placeholder.available_filter,Add Filter,Add Filter,Add Filter,Ajouter un filtre,Ajouter un filtre,Ajouter un filtre,Ajouter un filtre,"'admin.placeholder.available_filter':'Ajouter un filtre',",
fr,admin.placeholder.available_filter.location,Add Locations...,Add Locations...,Add Locations...,Ajouter emplacements ...,Ajouter emplacements ...,Ajouter emplacements ...,Ajouter emplacements ...,"'admin.placeholder.available_filter.location':'Ajouter emplacements ...',",
fr,admin.placeholder.available_filter.priority,Add Priorities...,Add Priorities...,Add Priorities...,Ajouter priorités ...,Ajouter priorités ...,Ajouter priorités ...,Ajouter priorités ...,"'admin.placeholder.available_filter.priority':'Ajouter priorités ...',",
fr,admin.placeholder.category_filter,Category,Category,Category,Catégorie,Catégorie,Catégorie,Catégorie,"'admin.placeholder.category_filter':'Catégorie',",
fr,admin.placeholder.category_filter_select,Select Categories,Select Categories,Select Categories,Sélectionnez Catégories,Sélectionnez Catégories,Sélectionnez Catégories,Sélectionnez Catégories,"'admin.placeholder.category_filter_select':'Sélectionnez Catégories',",
fr,admin.placeholder.country_filter,Country,Country,Country,Pays,Pays,Pays,Pays,"'admin.placeholder.country_filter':'Pays',",
fr,admin.placeholder.country_filter_select,Select Countries,Select Countries,Select Countries,Sélectionnez pays,Sélectionnez pays,Sélectionnez pays,Sélectionnez pays,"'admin.placeholder.country_filter_select':'Sélectionnez pays',",
fr,admin.placeholder.location_filter_select,Select Locations,Select Locations,Select Locations,Sélectionnez Emplacements,Sélectionnez Emplacements,Sélectionnez Emplacements,Sélectionnez Emplacements,"'admin.placeholder.location_filter_select':'Sélectionnez Emplacements',",
fr,admin.placeholder.priority_filter_select,Select Priorities,Select Priorities,Select Priorities,Sélectionnez les priorités,Sélectionnez les priorités,Sélectionnez les priorités,Sélectionnez les priorités,"'admin.placeholder.priority_filter_select':'Sélectionnez les priorités',",
fr,admin.placeholder.state_filter,State,State,State,Etat,Etat,Etat,Etat,"'admin.placeholder.state_filter':'Etat',",
fr,admin.placeholder.state_filter_select,Select States,Select States,Select States,Sélectionnez États,Sélectionnez États,Sélectionnez États,Sélectionnez États,"'admin.placeholder.state_filter_select':'Sélectionnez États',",
fr,admin.placeholder.ticket_priority,Priority,Priority,Priority,Priorité,Priorité,Priorité,Priorité,"'admin.placeholder.ticket_priority':'Priorité',",
fr,admin.role.label.category,Categories,Categories,Categories,Catégories,Catégories,Catégories,Catégories,"'admin.role.label.category':'Catégories',",
fr,admin.role.label.general,General,General,General,Général,Général,Général,Général,"'admin.role.label.general':'Général',",
fr,admin.role.label.location_level,Location Level,Location Level,Location Level,Lieu Niveau,Lieu Niveau,Lieu Niveau,Lieu Niveau,"'admin.role.label.location_level':'Lieu Niveau',",
fr,admin.role.label.name,Role Name,Role Name,Role Name,Nom de rôle,Nom de rôle,Nom de rôle,Nom de rôle,"'admin.role.label.name':'Nom de rôle',",
fr,admin.role.label.number_users,# of People,# of People,# of People,# de personnes,# de personnes,# de personnes,# de personnes,"'admin.role.label.number_users':'# de personnes',",
fr,admin.role.label.permissions,Permissions,Permissions,Permissions,Autorisations,Autorisations,Autorisations,Autorisations,"'admin.role.label.permissions':'Autorisations',",
fr,admin.role.label.role_type,Role Type,Role Type,Role Type,Type de Rôle,Type de Rôle,Type de Rôle,Type de Rôle,"'admin.role.label.role_type':'Type de Rôle',",
fr,admin.role.label.settings,Settings,Settings,Settings,Paramètres,Paramètres,Paramètres,Paramètres,"'admin.role.label.settings':'Paramètres',",
fr,admin.role.new,New Role,New Role,New Role,Nouveau rôle,Nouveau rôle,Nouveau rôle,Nouveau rôle,"'admin.role.new':'Nouveau rôle',",
fr,admin.role.one,Role,Role,Role,Rôle,Rôle,Rôle,Rôle,"'admin.role.one':'Rôle',",
fr,admin.role.other,Roles,Roles,Roles,Les rôles,Les rôles,Les rôles,Les rôles,"'admin.role.other':'Les rôles',",
fr,admin.role.search,Search Role,Search Role,Search Role,Recherche Rôle,Recherche Rôle,Recherche Rôle,Recherche Rôle,"'admin.role.search':'Recherche Rôle',",
fr,admin.role.section.details,Role Details,Role Details,Role Details,rôle Détails,rôle Détails,rôle Détails,rôle Détails,"'admin.role.section.details':'rôle Détails',",
fr,admin.role.section.settings,Role Settings,Role Settings,Role Settings,Paramètres de rôle,Paramètres de rôle,Paramètres de rôle,Paramètres de rôle,"'admin.role.section.settings':'Paramètres de rôle',",
fr,admin.role.type.internal,Internal,Internal,Internal,Interne,Interne,Interne,Interne,"'admin.role.type.internal':'Interne',",
fr,admin.role.type.third_party,Third Party,Third Party,Third Party,Tierce personne,Tierce personne,Tierce personne,Tierce personne,"'admin.role.type.third_party':'Tierce personne',",
fr,admin.setting.company_code,Company Code,Company Code,Company Code,Code de l'entreprise,Code de l'entreprise,Code de l'entreprise,Code de l'entreprise,"'admin.setting.company_code':'Code de l\'entreprise',",
fr,admin.setting.company_name,Company Name,Company Name,Company Name,Nom de la compagnie,Nom de la compagnie,Nom de la compagnie,Nom de la compagnie,"'admin.setting.company_name':'Nom de la compagnie',",
fr,admin.setting.create_all,Create All,Create All,Create All,Créer tous,Créer tous,Créer tous,Créer tous,"'admin.setting.create_all':'Créer tous',",
fr,admin.setting.dashboard_text,Dashboard Text,Dashboard Text,Dashboard Text,Tableau de bord texte,Tableau de bord texte,Tableau de bord texte,Tableau de bord texte,"'admin.setting.dashboard_text':'Tableau de bord texte',",
fr,admin.setting.dt_start_key,Start,Start,Start,Démarrer,Démarrer,Démarrer,Démarrer,"'admin.setting.dt_start_key':'Démarrer',",
fr,admin.setting.exchange_rates,Exchange Rates,Exchange Rates,Exchange Rates,Taux d'échange,Taux d'échange,Taux d'échange,Taux d'échange,"'admin.setting.exchange_rates':'Taux d\'échange',",
fr,admin.setting.login_grace,Login Grace,Login Grace,Login Grace,Connexion grâce,Connexion grâce,Connexion grâce,Connexion grâce,"'admin.setting.login_grace':'Connexion grâce',",
fr,admin.setting.modules,Modules,Modules,Modules,Modules,Modules,Modules,Modules,"'admin.setting.modules':'Modules',",
fr,admin.setting.modules.invoices,Invoices,Invoices,Invoices,factures,factures,factures,factures,"'admin.setting.modules.invoices':'factures',",
fr,admin.setting.modules.tickets,Tickets,Tickets,Tickets,Des billets,Des billets,Des billets,Des billets,"'admin.setting.modules.tickets':'Des billets',",
fr,admin.setting.modules.work_orders,Work Orders,Work Orders,Work Orders,Ordres de travail,Ordres de travail,Ordres de travail,Ordres de travail,"'admin.setting.modules.work_orders':'Ordres de travail',",
fr,admin.setting.name.general,General Settings,General Settings,General Settings,réglages généraux,réglages généraux,réglages généraux,réglages généraux,"'admin.setting.name.general':'réglages généraux',",
fr,admin.setting.name.person,Person Settings,Person Settings,Person Settings,Paramètres personne,Paramètres personne,Paramètres personne,Paramètres personne,"'admin.setting.name.person':'Paramètres personne',",
fr,admin.setting.name.role,Role Settings,Role Settings,Role Settings,Paramètres de rôle,Paramètres de rôle,Paramètres de rôle,Paramètres de rôle,"'admin.setting.name.role':'Paramètres de rôle',",
fr,admin.setting.one,Setting,Setting,Setting,Réglage,Réglage,Réglage,Réglage,"'admin.setting.one':'Réglage',",
fr,admin.setting.other,Settings,Settings,Settings,Paramètres,Paramètres,Paramètres,Paramètres,"'admin.setting.other':'Paramètres',",
fr,admin.setting.password_one_time,One Time Password,One Time Password,One Time Password,Mot de passe à usage unique,Mot de passe à usage unique,Mot de passe à usage unique,Mot de passe à usage unique,"'admin.setting.password_one_time':'Mot de passe à usage unique',",
fr,admin.setting.test_contractor_email,Test Contractor Email,Test Contractor Email,Test Contractor Email,Test de l'entrepreneur Email,Test de l'entrepreneur Email,Test de l'entrepreneur Email,Test de l'entrepreneur Email,"'admin.setting.test_contractor_email':'Test de l\'entrepreneur Email',",
fr,admin.setting.test_contractor_phone,Test Contractor Phone,Test Contractor Phone,Test Contractor Phone,Test de l'entrepreneur Téléphone,Test de l'entrepreneur Téléphone,Test de l'entrepreneur Téléphone,Test de l'entrepreneur Téléphone,"'admin.setting.test_contractor_phone':'Test de l\'entrepreneur Téléphone',",
fr,admin.setting.test_mode,Test Mode,Test Mode,Test Mode,Mode d'essai,Mode d'essai,Mode d'essai,Mode d'essai,"'admin.setting.test_mode':'Mode d\'essai',",
fr,admin.template.one,Template,Template,Template,Modèle,Modèle,Modèle,Modèle,"'admin.template.one':'Modèle',",
fr,admin.template.other,Templates,Templates,Templates,Modèles,Modèles,Modèles,Modèles,"'admin.template.other':'Modèles',",
fr,admin.tenant.billing,Billing,Billing,Billing,Facturation,Facturation,Facturation,Facturation,"'admin.tenant.billing':'Facturation',",
fr,admin.tenant.billing,Billing,Billing,Billing,Facturation,Facturation,Facturation,Facturation,"'admin.tenant.billing':'Facturation',",
fr,admin.tenant.billing_address,Billing Address,Billing Address,Billing Address,Adresse de facturation,Adresse de facturation,Adresse de facturation,Adresse de facturation,"'admin.tenant.billing_address':'Adresse de facturation',",
fr,admin.tenant.billing_email,Billing Email,Billing Email,Billing Email,facturation Email,facturation Email,facturation Email,facturation Email,"'admin.tenant.billing_email':'facturation Email',",
fr,admin.tenant.billing_phonenumber,Billing Phone Number,Billing Phone Number,Billing Phone Number,Facturation Numéro de téléphone,Facturation Numéro de téléphone,Facturation Numéro de téléphone,Facturation Numéro de téléphone,"'admin.tenant.billing_phonenumber':'Facturation Numéro de téléphone',",
fr,admin.tenant.countries,Countries,Countries,Countries,Des pays,Des pays,Des pays,Des pays,"'admin.tenant.countries':'Des pays',",
fr,admin.tenant.currency,Currency,Currency,Currency,Devise,Devise,Devise,Devise,"'admin.tenant.currency':'Devise',",
fr,admin.tenant.implementation,Implementation,Implementation,Implementation,la mise en oeuvre,la mise en oeuvre,la mise en oeuvre,la mise en oeuvre,"'admin.tenant.implementation':'la mise en oeuvre',",
fr,admin.tenant.implementation,Implementation,Implementation,Implementation,la mise en oeuvre,la mise en oeuvre,la mise en oeuvre,la mise en oeuvre,"'admin.tenant.implementation':'la mise en oeuvre',",
fr,admin.tenant.implementation_contact,Implementation Contact,Implementation Contact,Implementation Contact,La mise en œuvre Contactez,La mise en œuvre Contactez,La mise en œuvre Contactez,La mise en œuvre Contactez,"'admin.tenant.implementation_contact':'La mise en œuvre Contactez',",
fr,admin.tenant.implementation_email,Implementation Email,Implementation Email,Implementation Email,Mise en œuvre Email,Mise en œuvre Email,Mise en œuvre Email,Mise en œuvre Email,"'admin.tenant.implementation_email':'Mise en œuvre Email',",
fr,admin.tenant.label.dtd_start,Decision Tree Origin,Decision Tree Origin,Decision Tree Origin,Arbre de décision Origine,Arbre de décision Origine,Arbre de décision Origine,Arbre de décision Origine,"'admin.tenant.label.dtd_start':'Arbre de décision Origine',",
fr,admin.tenant.label.test_mode,Test Mode,Test Mode,Test Mode,Mode d'essai,Mode d'essai,Mode d'essai,Mode d'essai,"'admin.tenant.label.test_mode':'Mode d\'essai',",
fr,admin.third_party.label.name,Name,Name,Name,prénom,prénom,prénom,prénom,"'admin.third_party.label.name':'prénom',",
fr,admin.third_party.label.number,Number,Number,Number,Nombre,Nombre,Nombre,Nombre,"'admin.third_party.label.number':'Nombre',",
fr,admin.third_party.status.active,Inactive,Inactive,Inactive,Inactif,Inactif,Inactif,Inactif,"'admin.third_party.status.active':'Inactif',",
fr,admin.third_party.status.inactive,Active,Active,Active,actif,actif,actif,actif,"'admin.third_party.status.inactive':'actif',",
fr,admin.ticket.requester.placeholder,Requester,Requester,Requester,demandeur,demandeur,demandeur,demandeur,"'admin.ticket.requester.placeholder':'demandeur',",
fr,admin.title,Admin,Admin,Admin,Administrateur,Administrateur,Administrateur,Administrateur,"'admin.title':'Administrateur',",
fr,admin.translation.label.helper,Helper,Helper,Helper,Auxiliaire,Auxiliaire,Auxiliaire,Auxiliaire,"'admin.translation.label.helper':'Auxiliaire',",
fr,admin.translation.label.key,Key,Key,Key,Clé,Clé,Clé,Clé,"'admin.translation.label.key':'Clé',",
fr,admin.translation.label.translation,Translation,Translation,Translation,Traduction,Traduction,Traduction,Traduction,"'admin.translation.label.translation':'Traduction',",
fr,admin.translation.one,Translation,Translation,Translation,Traduction,Traduction,Traduction,Traduction,"'admin.translation.one':'Traduction',",
fr,admin.translation.other,Translations,Translations,Translations,Traductions,Traductions,Traductions,Traductions,"'admin.translation.other':'Traductions',",
fr,admin.translation.search,Search Translations,Search Translations,Search Translations,Rechercher Traductions,Rechercher Traductions,Rechercher Traductions,Rechercher Traductions,"'admin.translation.search':'Rechercher Traductions',",
fr,admin.work_order.close.checked,Checked,Checked,Checked,Vérifié,Vérifié,Vérifié,Vérifié,"'admin.work_order.close.checked':'Vérifié',",
fr,admin.work_order.close.do_not_display,Do not display,Do not display,Do not display,Ne pas afficher,Ne pas afficher,Ne pas afficher,Ne pas afficher,"'admin.work_order.close.do_not_display':'Ne pas afficher',",
fr,admin.work_order.close.unchecked,Unchecked,Unchecked,Unchecked,incontrôlé,incontrôlé,incontrôlé,incontrôlé,"'admin.work_order.close.unchecked':'incontrôlé',",
